id,name,sse,is_sse,type,sector,language,website,values,mission,description,sse_reasoning,flags,sse_action,is_sse_action,type_action,sector_action,language_action,website_action,values_action,mission_action,description_action,sse_reasoning_action,flags_action
428,Grand River Conservation Authority (2 positions),no,False,government,environment-circular-economy,en,https://www.grandriver.ca/,"['Community', 'Environment', 'Help Society', 'Diversity', 'Honesty and Integrity']","GRCA’s purpose is to protect, restore and manage the Grand River watershed for the benefit of present and future generations. (via=extracted)","The Grand River Conservation Authority (GRCA) is a public agency that protects, restores and manages the Grand River watershed for the benefit of present and future generations. It works with municipa… (+149 chars truncated from log)","GRCA is a public conservation authority created under provincial legislation, making it a government body. Its mandate is set by the province, not by an autonomous nonprofit or cooperative membership, so it does not meet SSE eligibility. (via=extracted)","['type=government', 'website via=extracted', 'description via=extracted', 'mission via=extracted', 'values via=extracted', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
430,Spectre de rue,strong_yes,True,nonprofit,care-health-social-services,fr,https://www.spectredesrue.org,"['Community', 'Help Society', 'Moral Fulfillment', 'Diversity', 'Friendship']","Our mission is to promote dignity, health and autonomy of people living on the streets through community‑based outreach, advocacy and collaborative partnerships.","Spectre de rue is a Montreal‑based nonprofit that provides street outreach, harm‑reduction, and support services to people experiencing homelessness, aiming to improve health, safety and social inclus… (+4 chars truncated from log)","Spectre de rue is a registered nonprofit with a clear mission beyond profit, documented outreach impact, and reinvestment of any surplus into its programs, meeting the core SSE criteria.","['description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
431,L’Auberge du Coeur le Tournant,no,False,(none),(none),fr,(none),[],(none),(none),"No verifiable official website or public documents were found to confirm the organization’s governance structure, mission, or impact, making it impossible to assess SSE eligibility.","['website not found', 'description absent', 'mission_statement absent', 'type not determined', 'sector not determined', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,KEEP,KEEP,KEEP,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
434,Bouthillette Parizeau & Associes,no,False,other,environment-circular-economy,fr,https://bouthilletteparizeau.com,"['Honesty and Integrity', 'Community', 'Environment', 'Help Society']","Our mission is to deliver innovative, sustainable engineering solutions that meet client needs while protecting the environment. mission via=extracted","Bouthillette Parizeau & Associés is a Quebec‑based engineering consulting firm offering environmental, water, civil‑engineering and infrastructure services to private and public sector clients. descri… (+19 chars truncated from log)","Bouthillette Parizeau & Associés operates as a for‑profit engineering consultancy with private ownership and no nonprofit, cooperative or union structure, thus it does not qualify as a Solidarity Economy organization.","['type=other', 'sse_rating=no', 'description via=extracted', 'mission via=extracted', 'values via=extracted', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
437,International Rive Nord Inc.,no,False,other,(none),bilingual,(none),[],(none),(none),"The organization is incorporated as a private company (Inc.) with no publicly available evidence of nonprofit, cooperative, or union governance; it lacks clear public mission or charitable status, indicating it does not meet SSE criteria.","['type=other', 'website=null', 'no_public_mission', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:bilingual via=llm_name', 'language_reason:name_llm=bilingual']",UPDATE,KEEP,UPDATE,KEEP,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
439,Katalizo,strong_yes,True,cooperative,community-civic-infrastructure,bilingual,https://katalizo.org,"['Community', 'Help Society', 'Environment', 'Diversity', 'Group & Team']","Our mission is to strengthen the social‑economic fabric of neighborhoods by fostering cooperative initiatives, democratic governance, and inclusive participation.","Katalizo is a Montreal‑based cooperative that supports the development of the solidarity economy by offering training, incubation, and networking services for community‑driven projects.","Katalizo is registered as a cooperative, demonstrates a clear purpose beyond profit, and its activities directly promote community empowerment and environmental stewardship, meeting all must‑haves and several nice‑to‑haves.","['description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:bilingual via=public_language', 'language_reason:insufficient_signal']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
440,Puddle Produce Farm,no,False,other,agriculture-food-systems,en,(none),[],"Our mission is to grow healthy, sustainably produced food for the local community while maintaining responsible farming practices. (flags: mission via=inferred)","Puddle Produce Farm is a family‑owned farm located in Williams Lake, BC, offering fresh vegetables, berries and Community‑Supported Agriculture (CSA) shares to local residents. The farm operates on a… (+126 chars truncated from log)","Puddle Produce Farm operates as a private, family‑run commercial farm with no evidence of nonprofit, cooperative or union governance. Its mission focuses on local food production but does not meet the governance or collective‑ownership criteria required for Solidarity Economy alignment. (flags: gove… (+23 chars truncated from log)","['type other => automatic no', 'no nonprofit/ cooperative governance evidence', 'mission alone insufficient for SSE rating', 'description via=inferred', 'mission via=inferred', 'values via=absent', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
441,WorkinBIM,no,False,other,(none),en,(none),[],(none),(none),"WorkinBIM appears to be a private for‑profit BIM consultancy operating in Repentigny, QC, with no evidence of nonprofit, cooperative, or union governance. It lacks a public‑benefit mission and operates as a conventional business, which excludes it from Solidarity Economy eligibility.","['type=other', 'no evidence of nonprofit/cooperative governance', 'no public‑benefit mission identified', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,KEEP,UPDATE,KEEP,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
442,La Société John Howard du Québec,strong_yes,True,nonprofit,community-civic-infrastructure,fr,https://johnhoward.qc.ca,"['Help Society', 'Community', 'Help Others', 'Moral Fulfillment', 'Diversity']","Our mission is to build a more humane and just society by assisting the reintegration of incarcerated individuals, advocating for prison reform, and fostering community partnerships.","The Société John Howard du Québec is a charitable nonprofit that promotes justice, supports the social reintegration of people in conflict with the law, and advocates for humane prison conditions acro… (+10 chars truncated from log)","The Société John Howard du Québec is a registered charitable nonprofit that explicitly aims to support the reintegration of people in conflict with the law and to advocate for humane prison conditions, showing a clear purpose beyond profit and measurable social impact; its governance and community‑f… (+92 chars truncated from log)","['website via=inferred', 'type via=inferred', 'description via=inferred', 'mission via=inferred', 'values via=inferred', 'length_limit: truncated sse_reasoning_fr', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
443,Centre de bénévolat SARPAD Inc.,strong_yes,True,nonprofit,community-civic-infrastructure,fr,https://www.sarpad.org,"['Community', 'Help Society', 'Help Others']","Our mission is to strengthen community ties by facilitating volunteer participation, promoting cooperation, and reinvesting resources into programs that enhance social wellbeing. (via=inferred)","Centre de bénévolat SARPAD Inc. is a Montreal‑based nonprofit that connects volunteers with community organisations, providing resources, training and support to foster civic engagement and social sol… (+23 chars truncated from log)","The centre is a registered nonprofit that explicitly aims to promote volunteerism and community solidarity, linking volunteers with local organisations and reinvesting any surplus into program services. Its governance includes a board of directors and volunteer committees, meeting all must‑haves and… (+23 chars truncated from log)","['website via=extracted', 'description via=inferred', 'mission via=inferred', 'values via=inferred', 'length_limit: truncated sse_reasoning_fr', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
445,Sustainable Fashion Week Canada,strong_yes,True,nonprofit,arts-culture-information,bilingual,https://sustainablefashionweek.ca,"['Environment', 'Community', 'Diversity', 'Help Society', 'Group & Team']","Our mission is to accelerate the transition to a more sustainable fashion industry in Canada by providing platforms for eco‑conscious designers, educating the public, and building collaborative networ… (+66 chars truncated from log)","Sustainable Fashion Week Canada is a nonprofit organization that hosts annual fashion events showcasing designers and brands committed to ethical, sustainable, and regenerative practices. It educates… (+102 chars truncated from log)","The organization is a registered nonprofit with a clear purpose beyond profit, explicitly targeting sustainable fashion education and community building. Its activities generate measurable environmental and social impact, and its mission reinvests all proceeds into the cause. (via=absent)","['description via=absent', 'mission via=absent', 'values via=absent', 'language:bilingual via=public_language', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
